2013 Techlabs Cup/August, 
GMPGL Indonesia (Season 1 February), 
GMPGL Malaysia (Season 1 February), 
GMPGL Non-SEA (Season 1 February), 
GMPGL Philippines (Season 1 February), 
GMPGL Philippines (Season 1 March), 
GMPGL Rest of SEA (Season 1 February), 
GMPGL Rest of SEA (Season 1 March), 
GMPGL Singapore (Season 1 April), 
GMPGL Singapore (Season 1 February), 
GMPGL Singapore (Season 1 March), 
GMPGL Thailand (Season 1 February), 
GMPGL Thailand (Season 1 March), 
GMPGL Vietnam (Season 1 February), 
GosuCup/Americas/3, 
GosuCup/Asia/10, 
GosuCup/Asia/4, 
GosuCup/Asia/5, 
GosuCup/Asia/6, 
GosuCup/Asia/7, 
GosuCup/Asia/8, 
GosuCup/Asia/9, 
GosuLeague Season 1, 
GosuLeague Season 2, 
GosuLeague Season 3, 
GosuLeague Season 4, 
GosuLeague Season 5, 
User:Hansomreiste/Sourtimes Masters, 
User:Hansomreiste/Sourtimes Masters Season 2, 
Template, 
Template, 
Insomnia50, 
It's Gosu Asia Madness, 
It's Gosu Monthly Madness, 
It's Gosu Monthly Madness Asia, 
It's Gosu Monthly Madness Dota 2 Invitational, 
It's Gosu Monthly Madness Season 2, 
User:JBright/sandbox/TLOPen, 
JoinDOTA League, 
JoinDOTA League/2014/Season 1, 
JoinDOTA League/2014/Season 1/Europe, 
JoinDOTA Masters, 
JoinDOTA Masters/I, 
JoinDOTA Masters/I/Detailed Results, 
JoinDOTA Masters/II, 
JoinDOTA Masters/III, 
JoinDOTA Masters/IV, 
JoinDOTA Masters/IX, 
JoinDOTA Masters/Special, 
JoinDOTA Masters/Special II, 
JoinDOTA Masters/V, 
JoinDOTA Masters/VI, 
JoinDOTA Masters/VII, 
JoinDOTA Masters/VIII, 
JoinDOTA Masters/X, 
JoinDOTA Masters/XIII, 
JoinDOTA Open, 
JoinDOTA Open/I, 
JoinDOTA Open/II, 
JoinDOTA Open/III, 
JoinDOTA Open/IV, 
JoinDOTA Open/V, 
JoinDOTA Open/VI, 
User:KristofferAG/Sandbox, 
User:KristofferAG/Sandbox2, 
User:LeLoup/Liquid Pasture Community League, 
User:LeLoup/Liquid Pasture Community League Season 2, 
Liquid Pasture Community League Season 3, 
Liquid Pasture Community League Season 3/Consolation Tournament, 
Liquid Pasture Community League Season 4, 
Liquid Pasture Community League Season 4/BearCup, 
Liquid Pasture Community League Season 4/FamiliarCup, 
Liquid Pasture Community League Season 4/FamlilarCup, 
Liquid Pasture Community League Season 4/SigilCup, 
Liquid Pasture Community League Season 4/SpiderlingCup, 
Liquid Pasture Community League Season 4/TombstoneCup, 
Liquid Pasture Community League Season 4/TreantCup, 
Major Tournaments, 
Malaysia Invitational, 
Minor Tournaments, 
MLG/2013/Fall Season/Championship, 
MLG/2013/Fall Season/Invitational, 
MLG/2013/Fall Season/NA Dota 2 League, 
MLG/2013/Fall Season/Qualifier, 
Monthly Tournaments, 
National Electronic Sports Tournament, 
NEO Dota Killing Spree, 
Netolic Pro League 2 (East), 
Netolic Pro League 2 (West), 
Netolic Pro League 3/East, 
Netolic Pro League 3/West, 
Netolic Pro League 4/West, 
Nexon Invitational Super Match, 
Nexon Sponsorship League/Season 1, 
Nexon Sponsorship League/Season 2, 
Nexon Sponsorship League/Season 3, 
Nexon Starter League, 
NM SpillExpo 2013, 
NM SpillExpo 2013/Qualifiers, 
Oceanic Cup/Event 3, 
Pinnacle Pro-Am Cup, 
Pinnacle Sports Pro-Am, 
Polish DOTA 2 Online Championships, 
Portal:Tournaments, 
Premier Tournaments, 
ProDOTA2 League, 
ProDOTA2 League/Season 1/Non Pro, 
ProDOTA2 League/Season 1/Pro, 
RaidCall 2 Year Anniversary Battle Royale, 
RaidCall Dota 2 Cup, 
RaidCall Dota 2 Cup/I, 
RaidCall Dota 2 Cup/II, 
RaidCall Dota 2 Cup/III, 
RaidCall Dota 2 Cup/IV, 
RaidCall Dota 2 Cup/The Revenge/I, 
RaidCall Dota 2 Cup/The Revenge/II, 
RaidCall Dota 2 Cup/The Revenge/III, 
RaidCall Dota 2 Cup/The Revenge/IV, 
RaidCall Dota 2 Cup/V, 
RaidCall Dota 2 League Season 1, 
RaidCall Dota 2 League Season 2, 
RaidCall Dota 2 League Season 3, 
Rapture Gaming Network League 2013/2014, 
Razer Dota 2 Tournament, 
Razer Invitational Showcase, 
RelicProDota2/2014/Winter, 
Ritmix Russian DOTA 2 League, 
Samsung European Encounter, 
SEA League, 
Show Matches, 
Sina Cup Supernova Dota 2 Open, 
Sina Cup Supernova Dota 2 Open Season 2, 
Sino-net Dota 2 tournament, 
SK Trophy, 
SK Trophy/1, 
SK Trophy/2, 
User:SpaceG/1, 
Star Ladder Star Series/Season 1, 
Star Ladder Star Series/Season 2, 
Star Ladder Star Series/Season 3, 
Star Ladder Star Series/Season 3/Offline Finals, 
Star Ladder Star Series/Season 4, 
Star Ladder Star Series/Season 4/Finals, 
Star Ladder Star Series/Season 5, 
Star Ladder Star Series/Season 6, 
Star Ladder Star Series/Season 6/Qualifier, 
Star Ladder Star Series/Season 7, 
Star Ladder Star Series/Season 8, 
SteelSeries DotaTalk Championship, 
SteelSeries Euro Cup/August, 
SteelSeries Euro Cup/Season 2, 
Techlabs Cup Showmatch, 
The Asia 2012, 
The Defense/Season 1, 
The Defense/Season 2, 
The Defense/Season 3, 
The Defense/Season 4, 
The Game Championship, 
The Game Championship 2013, 
The GD Studio, 
The GD Studio/Arena 1, 
The GD Studio/Arena 2, 
The International/2011, 
The International/2012, 
The International/2012/East Qualifiers, 
The International/2012/West Qualifiers, 
The International/2013, 
The International/2013/All-Star Match, 
The International/2013/East Qualifiers, 
The International/2013/Solo Tournament, 
The International/2013/West Qualifiers, 
The Premier League, 
The Premier League Masters, 
The Premier League/Season 1, 
The Premier League/Season 2, 
The Premier League/Season 3, 
The Premier League/Season 4, 
The Premier League/Season 5, 
The Premier League/Season 5/Aegis Cup, 
The Premier League/Season 5/Aghanim's Cup, 
The Premier League/Season 5/Daedalus Cup, 
The Premier League/Season 5/Demon Edge Cup, 
The Premier League/Season 5/Finals, 
The Premier League/Season 5/Mjollnir Cup, 
The Premier League/Season 5/Radiance Cup, 
The Premier League/Season 5/Reaver Cup, 
User:TheEmulator/page1, 
User:TheEmulator/page2, 
Thor Open 2012, 
Torenhire Dota League/1, 
Tournament Template, 
Liquipedia:Tournament tutorial, 
Tt eSPORTS Dota 2 Weekly, 
Tt eSPORTS Dota 2 Weekly/3, 
Tt eSPORTS Dota 2 Weekly/4, 
Tt eSPORTS Dota 2 Weekly/5, 
Tt eSPORTS Dota 2 Weekly/6, 
Tt eSPORTS Dota 2 Weekly/7, 
Tt eSPORTS Dota 2 Weekly/8, 
Tt eSPORTS Dota 2 Weekly/9, 
User:User:Hansomreiste/Ekşi Sözlük Dota 2 Summer Tournament, 
WCG Asia 2012, 
Weekly Tournaments, 
WePlay Dota2 League/Season 1, 
WePlay Dota2 League/Season 2, 
WePlay Showmatch/1, 
WePlay Showmatch/2, 
WePlay Showmatch/3, 
World Cyber Games 2012, 
ZOWIEBlueChallenge, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
2013 WPC ACE Dota 2 League/Playoffs, 
2013 WPC ACE Dota 2 League/Round Robin, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
User:Miwi/Sandbox1, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Dota 2 Canada Cup Season 2/Group Stage, 
Dota 2 Canada Cup Season 2/Playoffs, 
Template, 
Template, 
Template, 
Template, 
Dota 2 Champions League/Group Stage, 
Dota 2 Champions League/Playoffs, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Dota 2 League/Season 4/Eastern Division, 
Dota 2 League/Season 4/Live Finals, 
Dota 2 League/Season 4/Playoffs, 
Dota 2 League/Season 4/Western Division, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
User:Miwi/Sandbox4, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
DreamHack 2013/Invitational/Playoffs, 
DreamHack 2013/Invitational/Round Robin, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
DreamLeague/Kick-Off/League, 
DreamLeague/Kick-Off/Playoffs, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
User:Miwi/Sandbox10, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Electronic Sports World Cup 2012/Main Event, 
Template, 
Template, 
Template, 
Electronic Sports World Cup 2013/Main Event, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
User:Anomek/16DEBracket, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Fragbite Masters 2013/Finals Week, 
Fragbite Masters 2013/Group Stage 2, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
G-1 Champions League Season 5/Elimination Stage, 
G-1 Champions League Season 5/Group Stage, 
G-League 2012 Season 2/Group Play, 
G-League 2012 Season 2/Playoffs, 
Template, 
Template, 
Template, 
Template, 
G-League 2013/Group Stage, 
G-League 2013/Playoffs, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
Template, 
